,0
209, Bharat Rawail 
210, Bill Bannerman 
211, Bill Benenson 
212, Bill Block 
213, Bill Bromiley 
214, Bill Busbice 
215, Bill Carraro 
216, Bill Craig 
217, Bill Draper 
218, Bill Harnisch 
219, Bill Herren 
220, Bill Hobbs 
221, Billy Dickson 
222, Bin Shen 
223, Biray Dalkiran 
224, Bo Ko 
225, Bob Balaban 
226, Bob Barlen 
227, Bob Benton 
228, Bob Lowery 
229, Bobby Hoppey 
230, Bonnie Comley 
231, Braden Aftergood 
232, Brandon Bennett-Tritch 
233, Brandon Lambdin 
234, Brandt Andersen 
235, Brenda J. Robinson 
236, Brendan Doyle 
237, Brendan Ferguson 
238, Brent Almond 
239, Brent Jorgensen 
240, Brent Shields 
241, Brett Cranford 
242, Brett Garten 
243, Brett Hoffman 
244, Brian Beckmann 
245, Brian Bell 
246, Brian Bird 
247, Brian Bosworth 
248, Brian Carmody 
249, Brian Devine Sr. 
250, Brian Garlock 
251, Brian Geraghty 
252, Brian K Banks 
253, Brian Kutsunai 
254, Brian Mitchell 
255, Brian Volk-Weiss 
256, Brittany Allen 
257, Broderick Johnson 
258, Brooke Christopher 
259, Bruce Berman 
260, Bruce Heavin 
261, Bryan Bertino 
262, Bryan Brucks 
263, Bryan Buckley 
264, Bryan Burk 
265, Bryan Cranston 
266, Burnie Burns 
267, Byron Allen 
268, Byron Howard 
269, C. Dean Metropoulos 
270, Caesar Augustus 
271, Cale Boyter 
272, Callum McDougall 
273, Cameron Brodie 
274, Camilo Cavalcanti 
275, Campbell G. McInnes 
276, Candice Abela-Mikati 
277, Candy Straight 
278, Carla Brewington 
279, Carlo Antonelli 
280, Carlo Dusi 
281, Carlos Cuscó 
282, Carlos Gabriel Camara 
283, Carlos Nido 
284, Carlos Piwowarski 
285, Carlos Saldanha 
286, Carmella Casinelli 
287, CarolAnne Dolan 
288, Carolyn Bernstein 
289, Carolyn Clark Powers 
290, Carolyn Marks Blackwood 
291, Cassandra Butcher 
292, Cassius Weathersby 
293, Catherine Alvaresse 
294, Catherine Bainbridge 
295, Catherine Camborde 
296, Catherine Nadeau 
297, Cavan Ash 
298, Ceasar Richbow 
299, Celia D. Costas 
300, Chad Burris 
301, Chad Dubea 
302, Champ Bennett 
303, Chandru Bakhtiani 
304, Charles Arthur Berg 
305, Charles Auty 
306, Charles Finch 
307, Charles Kwok-Keung Chan 
308, Charles Sauveur Bonan 
309, Charles de Rosen 
310, Charles-Marie Anthonioz 
311, Charlie Anderson 
312, Charlie Gogolak 
313, Charlie McClellan 
314, Charlotte Arden 
315, Charlotte Chatton 
316, Charlotte Cook 
317, Charlsey Adkins 
318, Chelsea Barnard 
319, Chetan Chug 
320, Chetan Deolekar 
321, Chiaki Harada 
322, Chiara Bernasconi 
323, Chris Bancroft 
324, Chris Bender 
325, Chris Bongirne 
326, Chris Brigham 
327, Chris Brown 
328, Chris Carroll 
329, Chris Cates 
330, Chris Collins 
331, Chris Columbus 
332, Chris Concannon 
333, Chris Cowles 
334, Chris Curling 
335, Chris Donahue 
336, Chris Dooley 
337, Chris Karcher 
338, Chris Renaud 
339, Chris Wedge 
340, Christa Campbell 
341, Christian Angermayer 
342, Christian Eisenbeiss 
343, Christian Larsen 
344, Christie Botelho 
345, Christina Dow 
346, Christine De Jekel 
347, Christine Langan 
348, Christoph Fisser 
349, Christopher Alender 
350, Christopher Barish 
351, Christopher Borrelli 
352, Christopher C. Chen 
353, Christopher Clements 
354, Christopher Figg 
355, Christopher Miller 
356, Christopher Reynolds 
357, Christopher Roach 
358, Christos V. Konstantakopoulos 
359, Cindy Meehl 
360, Claes Dietmann 
361, Claire Bonnefoy 
362, Claude Paiement 
363, Claudia Bluemhuber 
364, Clement Dunn 
365, Cliff Chenfeld 
366, Clwyd Edwards 
367, Cobi Benatoff 
368, Colin Bates 
369, Collin Creighton 
370, Conor Barry 
371, Cory Brennan 
372, Cosimo Fini 
373, Couper Samuelson 
374, Craig Albrecht 
375, Craig Deeker 
376, Craig Perry 
377, Craig Shilowich 
378, Cristina Gallego 
379, Crystal Hunt 
380, Csaba Pék 
381, Cynthia Garris 
382, Cyrille Bragnier 
383, Daisuke Kadoya 
384, Dale A. Brown 
385, Dallas Anthony 
386, Damon Albarn 
387, Dan Allen 
388, Dan Atchison 
389, Dan Aykroyd 
390, Dan Balgoyen 
391, Dan Braun 
392, Dan Brown 
393, Dan Clifton 
394, Dan Cogan 
395, Dan Cohen 
396, Dan Fellman 
397, Dana Christiaansen 
398, Dana O'Keefe 
399, Dang Thanh Tam 
400, Dani Bernfeld 
401, Daniel Alter 
402, Daniel Battsek 
403, Daniel Baur 
404, Daniel Bekerman 
405, Daniel Berger 
406, Daniel Byington 
407, Daniel Eilemberg 
408, Daniel Eshagian 
409, Daniel Hammond 
410, Daniel J Cunningham 
411, Daniel Lam 
412, Daniel Lawrence Abrams 
413, Daniel Lupi 
414, Daniel Milstein 
415, Danielle Blumstein 
416, Danielle Renfrew Behrens 
417, Dannie Festa 
418, Danny Bergeron 
419, Danny Clinch 
420, Danny Fisher 
421, Danny Glover 
422, Dany Garcia 
423, Darby Parker 
424, Darren Antola 
425, Darren Aronofsky 
426, Darren Benning 
427, Darren Dean 
428, Darren M. Demetre 
429, Daryl Dellora 
430, Dave Arnold 
431, Dave Becky 
432, Dave Bishop 
433, Dave Gibbons 
434, Dave Hansen 
435, Dave Scott 
436, David A. Smith 
437, David Abrams 
438, David Allen 
439, David Anspaugh 
440, David Atlan Jackson 
441, David B. Householter 
442, David Beaubaire 
443, David Behrend 
444, David Bergstein 
445, David Bernad 
446, David Bernardi 
447, David Bernon 
448, David Boies 
449, David Christensen 
450, David Cooper 
451, David Distenfeld 
452, David Dobkin 
453, David Ellison 
454, David Engel 
455, David Evans 
456, David Gendron 
457, David Giordano 
458, David Glasser 
459, David Guillod 
460, David Haring 
461, David Hinojosa 
462, David Hoberman 
463, David Horn 
464, David J. Bloomfield 
465, David Kosse 
466, David L. Schiff 
467, David Lowery 
468, David Maddox 
469, David Maisel 
470, David Menschel 
471, David Miller 
472, David R. Fuchs 
473, David U. Lee 
474, David Valdes 
475, David Zappone 
476, DeVon Franklin 
477, Dean Baker 
478, Dean Blagg 
479, Dean Buchanan 
480, Dean Cain 
481, Dean Hargrove 
482, Debbie D'Souza 
483, Debra Eisenstadt 
484, Declan Baldwin 
485, Dede Nickerson 
486, Deepika Gandhi 
487, Delna Bhesania 
488, Delphine Tomson 
489, Denise Benmosche 
490, Denise Chamian 
491, Dennis Beard 
492, Derek Anderson 
493, Derek Dauchy 
494, Derek Dudley 
495, Des Carey 
496, Desiree Akhavan 
497, Devanshu Asthana 
498, Devika Bhise 
499, Devin Andre 
500, Dexter Fletcher 
501, Dhiraj Mahey 
502, Diana Alvarez 
503, Diana Barrett 
504, Diana Dougan 
505, Diana Holtzberg 
506, Diana Lady Dougan 
507, Diane Carpenter 
508, Diane Heavin 
509, Dickey Abedon 
510, Dilip Mistry 
511, Dinesh D'Souza 
512, Dipti Jindal 
513, Dirk Schuerhoff 
514, Don Aaron 
515, Don Hahn 
516, Donald C. Rogers 
517, Dong-Xu Shaw 
518, Donghwa Kang 
519, Dora Amorim 
520, Dorian Fernández-Moris 
521, Dorothy Berwin 
522, Dorria L. Ball 
523, Doug Aitken 
524, Doug Belgrad 
525, Doug Biro 
526, Doug Liman 
527, Douglas Blush 
528, Douglas C. Merrifield 
529, Douglas Kaplan 
530, Dr. Michael Brunetti 
531, Drew Barrymore 
532, Drew Goddard 
533, Drew Pearce 
534, Du Yang 
535, Dustin Lance Black 
536, Dwayne J. Clark 
537, Earl Gray 
538, Ed Guiney 
539, Eddie Rubin 
540, Edgar Romero 
541, Edie Baskin 
542, Edmond Wong 
543, Edoardo Bussi 
544, Edward Catchpole 
545, Edward Cheng 
546, Edward H. Hamm Jr. 
547, Edward J. Anderson 
548, Edward Lee Cornett 
549, Edward Noeltner 
550, Ehud Bleiberg 
551, Eiichiro Oda 
552, Elaine Frontain Bryant 
553, Eleanor Nett 
554, Elenita Allagadan-Acena 
555, Eli Bush 
556, Elisha Karmitz 
557, Elizabeth A. Bell 
558, Elizabeth Baker 
559, Elizabeth Gesas 
560, Elizabeth Hatcher-Travis 
561, Elizabeth Rynecki 
562, Elizabeth Schwartz 
563, Ellen DeGeneres 
564, Ellen Eliasoph 
565, Ellen H. Schwartz 
566, Elliot Abbott 
567, Elton John 
568, Emerson Bixby 
569, Emily Adams 
570, Emmanuel Alfonso 
571, Emsch Schneider 
572, Eric B. Fleischman 
573, Eric Parkinson 
574, Erica Lee 
575, Erick Douat 
576, Erik Engelen 
577, Erik Poppe 
578, Erkki Astala 
579, Errol Morris 
580, Ethan Erwin 
581, Eugene Rajaratnam 
582, Eugenio Derbez 
583, Eva Lauria 
584, Evan Buxbaum 
585, Evelyne Faure 
586, Even Berntsen 
587, Ewan Angus 
588, Fabrizio Grossi 
589, Faleena Hopkins 
590, Felice Bee 
591, Felicia Stallard 
592, Felipe Aljure 
593, Felipe Dieppa 
594, Felix Gill 
595, Fernando Lebrija 
596, Fernando Perez Gavilan 
597, Flavio Machado 
598, Forrest Lucas 
599, Francisco González Compeán 
600, Frank Bonn 
601, Frank Carbone 
602, Fred Berger 
603, Fred Fuchs 
604, Fred Hogge 
605, Frederick Pfaff 
606, Fredrik Gertten 
607, Fredy Bush 
608, Frédéric Bovis 
609, Frédéric Groetschel 
610, G. Mac Brown 
611, G.P. Galle Jr. 
612, Gabriel Arias-Salgado 
613, Gabriel Bloch 
614, Gabriel Byrne 
615, Gaby Darbyshire 
616, Gael García Bernal 
617, Gala Avary 
618, Galen Christy 
619, Gang He 
620, Gangadhar Thosar 
621, Garrett Basch 
622, Garrett Grant 
623, Garth H. Drabinsky 
624, Gary Barber 
625, Gary Berman 
626, Gary Collins 
627, Gary Farkas 
628, Gary Granstaff 
629, Gary Kout 
630, Gary Phillips 
631, Gemma Arterton 
632, Gen Fukunaga 
633, Gene Graham 
634, Genevieve Lemal 
635, Geno Taylor 
636, Geoff Browne 
637, Geoff Johns 
638, George Acogny 
639, George Brock 
640, George T. Lemos 
641, Georgette Seay 
642, Georgia Kacandes 
643, Geralyn White Dreyfous 
644, Gero Bauknecht 
645, Gethin Aldous 
646, Geza Decsy 
647, Gia Aaron 
648, Gianni Altobelli 
649, Gilbert Alloul 
650, Gill Holland 
651, Ginger Fung 
652, Giorgio Angelini 
653, Gleb Fetisov 
654, Glen Basner 
655, Glenn Ficarra 
656, Glenn Kendrick Ackermann 
657, Glenn S. Gainor 
658, Gloria S. Borders 
659, Gong Ge 
660, Gonzalo Martin 
661, Gordon Bijelonic 
662, Gordon Robertson 
663, Graeme Ferguson 
664, Green Day 
665, Greg Anderson 
666, Greg Basser 
667, Greg Bierbaum 
668, Greg Boustead 
669, Greg Campbell 
670, Greg D. Williams 
671, Greg Ellis 
672, Greg Gilreath 
673, Greg Groggel 
674, Greg McLean 
675, Greg Wilkerson 
676, Gregg Hale 
677, Gregg Hayden Bilson II 
678, Gregor Clark 
679, Gregor Kewel 
680, Guangming Hou 
681, Gudrun Hanke-El Ghomri 
682, Guido Den Broeder 
683, Guillaume Soutter 
684, Guillermo del Toro 
685, Gus Deardoff 
686, Gustavo Matheu 
687, Guy Avshalom 
688, Guy Heeley 
689, Guy Hibbert 
690, Guy Lavie 
691, Guðbjörg Sigurðardóttir 
692, Gábor Rajna 
693, Haley Bennett 
694, Han Han 
695, Hanif Chunawala 
696, Hanna Atallah 
697, Hans Ritter 
698, Hao Ning 
699, Harel Goldstein 
700, Hark Tsui 
701, Hassan Elmasry 
702, Heather A. Clark 
703, Helen Ahlsson 
704, Helen Estabrook 
705, Helen Parker 
706, Helen Pollak 
707, Henrik Zein 
708, Herbert G. Kloiber 
709, Herbert W. Gains 
710, Hicham El Ghorfi 
711, Hideaki Hatta 
712, Hilary Davis 
713, Hiro Mashima 
714, Hiroo Maruyama 
715, Holly Davis Carter 
716, Hong Chen 
717, Hong Tat Cheung 
718, Hongjoo Ahn 
719, Howard Ball 
720, Howard Chen 
721, Howard G. Buffett 
722, Hugo Lindgren 
723, Hugo Rose 
724, Hunter Baker 
725, Hussain Amarshi 
726, Iain Abrahams 
727, Ian Bricke 
728, Ian Dawson 
729, Igor Kobzev 
730, Il Ahn 
731, Ilona Herzberg 
732, Ineke Majoor 
733, Inil Abraham 
734, Inés Nofuentes 
735, Iron Chen 
736, Isabel Davis 
737, Isabel d'Escragnolle-Taunay 
738, Isabelle Madelaine 
739, J. Mark Grosvenor 
740, J.J. Abrams 
741, J.P. Castel 
742, Jack Bennett 
743, Jackie Chan 
744, Jacob Crosthwaite 
745, Jacob Jaffke 
746, Jacqueline Levine 
747, Jai Khanna 
748, Jake Myers 
749, Jakob Abrahamsson 
750, Jamal Al Dabbous 
751, Jamal Daniel 
752, James Atherton 
753, James Bernstein 
754, James Biberi 
755, James Biddle 
756, James Bryant 
757, James Cabourne 
758, James Costa 
759, James Cullen Bressack 
760, James DeMonaco 
761, James Erskine 
762, James Franco 
763, James Gibb 
764, James Huntsman 
765, James J. Bagley 
766, James MacDonald 
767, James McQuaide 
768, James Ryan Gary 
769, James T. Bruce IV 
770, Jamie Bell 
771, Jamie Brown 
772, Jamie Carmichael 
773, Jamie Chung 
774, Jamie Hilton 
775, Jamie MacDonald 
776, Jamie Simone 
777, Jamin O'Brien 
778, Jan Hieggelke 
779, Jane Anderson 
780, Jane Nerlinger Evans 
781, Janet MacGillivray Wallace 
782, Janicza Bravo 
783, Jared Goldman 
784, Jared Sanford 
785, Jaremy Aiello 
786, Jashod Belcher 
787, Jasmin Hasel 
788, Jason Beck 
789, Jason Bender 
790, Jason Bloom 
791, Jason Blum 
792, Jason Blumenfeld 
793, Jason Cloth 
794, Jason Cohen 
795, Jason Dreyer 
796, Jason F. Brown 
797, Jason Fuchs 
798, Jason Garrett 
799, Jason L. Koerner 
800, Jason Moore 
801, Jaume Collet-Serra 
802, Javier Braier 
803, Jay Duplass 
804, Jay Hernandez 
805, Jc Cheng 
806, Jean Aubert 
807, Jean Tsien 
808, Jean-Baptiste Babin 
809, Jean-Christophe Colson 
810, Jean-Christophe Soulageon 
811, Jean-Luc De Fanti 
812, Jean-Marie Gindraux 
813, Jeannie Patz Blaustein 
814, Jeb Brody 
815, Jeff Arkuss 
816, Jeff Betancourt 
817, Jeff Bowler 
818, Jeff Bridges 
819, Jeff Deverett 
820, Jeff Feuerzeig 
821, Jeff Genie 
822, Jeff K Clarke 
823, Jeff Kirschenbaum 
824, Jeff Steen 
825, Jeff Truesdell 
826, Jeffrey Allard 
827, Jeffrey Chan 
828, Jeffrey Chernov 
829, Jeffrey Dumpson 
830, Jeffrey Giles 
831, Jeffrey Grellman 
832, Jeffrey I. Abrams 
833, Jen Wood 
834, Jennifer Aniston 
835, Jennifer Besser 
836, Jennifer Dong 
837, Jennifer Fox 
838, Jennifer Roth 
839, Jenny Borgars 
840, Jerad Anderson 
841, Jeremiah Samuels 
842, Jeremy Affeldt 
843, Jeremy Bolt 
844, Jeremy Johns 
845, Jesper Christensen 
846, Jesse Eisenberg 
847, Jesse Williams 
848, Jessica Ballard 
849, Jessica Betts 
850, Jessica Calder 
851, Jessica Dhillon 
852, Jessica Elbaum 
853, Jiande Chen 
854, Jiaren Karren Wang 
855, Jill Ahrens 
856, Jillian Bell 
857, Jim Ameduri 
858, Jim Burke 
859, Jim Caviezel 
860, Jim Czarnecki 
861, Jim Davis 
862, Jim Jarmusch 
863, Jim Kaufman 
864, Jin-sook Lee 
865, Jo Bamford 
866, Jo Burn 
867, Joan Bateman 
868, Jobanpreet Singh 
869, Joby Harold 
870, Jocelyn DeBoer 
871, Jody Hill 
872, Joe Accurso 
873, Joe Arancio 
874, Joe Clarke 
875, Joe Klest 
876, Joe Roth 
877, Joel Andryc 
878, Joel Brandeis 
879, Joel Edgerton 
880, Joel Taylor 
881, Joey Carey 
882, Joey Monda 
883, Johanna Scherz 
884, John Archer 
885, John Baldecchi 
886, John Bardis 
887, John Battsek 
888, John Bernard 
889, John Beug 
890, John Brady 
891, John Carpenter 
892, John Caulkins 
893, John Davis 
894, John Densmore 
895, John Drage 
896, John Fromstein 
897, John G. Avildsen 
898, John G. Scotti 
899, John Giwa-Amu 
900, John Green 
901, John Hinkson 
902, John J. Kelly 
903, John Knoll 
904, John L. Bickford 
905, John Lasseter 
906, John Manka 
907, John S. Johnson 
908, John-Paul Bernbach 
909, Johnny Alves 
910, Jon Adgemis 
911, Jon Anderson 
912, Jon Bath 
913, Jon Berg 
914, Jon Chiew 
915, Jon Kamen 
916, Jon Kilik 
917, Jon Kuyper 
918, Jon Stinson 
919, Jonah Hill 
920, Jonathan Aibel 
921, Jonathan Ames 
922, Jonathan Clyde 
923, Jonathan Deckter 
924, Jonathan Duffy 
925, Jonathan Dylan Adams 
926, Jonathan King 
927, Jonathan McHugh 
928, Jonathan Schwartz 
929, Jonathan T. Baker 
930, Joon-dong Lee 
931, Jordan Foley 
932, Jorn Axel Holl 
933, Jose Pablo Cantillo 
934, Josefine Bothe 
935, Josemaría Muñoz 
936, Joseph Aliberti 
937, Joseph Aranov 
938, Joseph Bachor 
939, Joseph Berry Jr. 
940, Joseph Drake 
941, Joseph F. Lovett 
942, Joseph Klein 
943, Joseph M. Caracciolo Jr. 
944, Joseph Morin 
945, Joseph Piazza 
946, Josh Appelbaum 
947, Josh Axler 
948, Josh Braun 
949, Josh Fagen 
950, Joshua A. Cohen 
951, Joshua Astrachan 
952, Joshua Blum 
953, Joshua Caldwell 
954, Joshua Coates 
955, Joslyn Barnes 
956, José Luis Escolar 
957, Juan Carlos 
958, Juan Ignacio Correa 
959, Julia Blackman 
960, Julia Borges Araña 
961, Julia Di Veroli 
962, Julia Godzinskaya 
963, Julia Lebedev 
964, Julia Skorupska 
965, Julia Willoughby Nason 
966, Julie Anderson 
967, Julie B. Denny 
968, Julie Candelaria 
969, Julie Goldman 
970, Julie Goldstein 
971, Justin Ardalan-Raikes 
972, Justin Begnaud 
973, Justin Boylson 
974, Justin Bursch 
975, Justin Dearborn 
976, Justin Deimen 
977, Justin Dittrich 
978, Justin Hunt 
979, Justine Nagan 
980, Jürgen Kinateder 
981, K. Raghavendra Rao 
982, Kai Cole 
983, Karen Konicek 
984, Karen Ruth Getchell 
985, Kari Whisenhunt 
986, Karim Amer 
987, Kate Cohen 
988, Kate Fasulo 
989, Katherine Butler 
990, Kathleen Kennedy 
991, Kathryn Bigelow 
992, Kathryn Bostic 
993, Kathryn Dean 
994, Kathy Dziubek 
995, Kathy Riedford 
996, Kathy Rivkin Daum 
997, Katterli Frauenfelder 
998, Katy Drake Bettner 
999, Katya Krausova 
1000, Kavan Ahalpara 
1001, Kazuhiro Asou 
1002, Kazuhiro Ôta 
1003, Keith Bank 
1004, Kelly Bush Novak 
1005, Kelly E. Ashton 
1006, Kelly L. Frey Sr. 
1007, Kelly Mullen 
1008, Kelly Noonan 
1009, Ken Barbet 
1010, Ken Brailsford 
1011, Ken Jeong 
1012, Ken Kamins 
1013, Kenji Hamada 
1014, Kenneth K Martinez Burgmaier 
1015, Kenny Jackson 
1016, Kenya Barris 
1017, Kerri Borsuk 
1018, Kerri Elder 
1019, Kerry Orent 
1020, Kerstin Emhoff 
1021, Kerstin Meyer-Beetz 
1022, Kevan Van Thompson 
1023, Kevin Bright 
1024, Kevin Cavell 
1025, Kevin Chneiweiss 
1026, Kevin Connolly 
1027, Kevin Corrigan 
1028, Kevin D. Forester 
1029, Kevin De La Noy 
1030, Kevin J. Messick 
1031, Kevin Scott Frakes 
1032, Khuloud Kelly Rabadi 
1033, Kieran Barry 
1034, Kim Breslin 
1035, Kim Caramele 
1036, Kimberly Hines 
1037, Kinvara Balfour 
1038, Kiri Hart 
1039, Kirk D'Amico 
1040, Kirsten Dunst 
1041, Kirsten Vangsness 
1042, Kirstin Bianchi 
1043, Kori Adelson 
1044, Kristin Koppin 
1045, Kristina Anapau 
1046, Kuo-Fu Chen 
1047, Kurt Johnstad 
1048, Kyle Newman 
1049, Kôichirô Fukushima 
1050, Laeta Kalogridis 
1051, Lance Acord 
1052, Lance Harness 
1053, Laura Berwick 
1054, Laura Boorhem 
1055, Laura Lewis 
1056, Laura Poitras 
1057, Laura Royko 
1058, Lauranne Bourrachot 
1059, Laurent Jacquemin 
1060, Laurie Lennard 
1061, Lawrence Bender 
1062, Lawrence Benenson 
1063, Lawrence Kasdan 
1064, Lawrence Mattis 
1065, Leah Holzer 
1066, Lee Broda 
1067, Lee Dean 
1068, Leigh Jones 
1069, Len Blavatnik 
1070, Lena Headey 
1071, Lenny Beckerman 
1072, Lenny Levi 
1073, Leon Edery 
1074, Leonardo Recalcati 
1075, Leslie Barany 
1076, Leslie Berriman 
1077, Leslie Evers 
1078, Leslie Finlay 
1079, Leticia Cristi 
1080, Leyla Aliyeva 
1081, Lia Buman 
1082, Lila Yacoub 
1083, Lilly Hartley 
1084, Linda Davis 
1085, Linda Hunter Harris 
1086, Lindsey Clennell 
1087, Lindy Goldstein 
1088, Lirit Rosenzweig-Topaz 
1089, Lisa Bruce 
1090, Lisa Franklin 
1091, Lisa Hamilton Daly 
1092, Lisandro Alonso 
1093, Liz Davidson 
1094, Liza Chasin 
1095, Lizzie Francke 
1096, Lonnie Anderson 
1097, Lorelei Tong 
1098, Lorenzo Garzella 
1099, Lorenzo Thione 
1100, Lorenzo di Bonaventura 
1101, Lori Cheatle 
1102, Lou Paik 
1103, Louis Albano 
1104, Louis Arbetter 
1105, Louis Arriola 
1106, Louis Black 
1107, Louis G. Friedman 
1108, Luc Etienne 
1109, Luca Liang 
1110, Lucas Akoskin 
1111, Luchina Fisher 
1112, Lucy Barzun Donnelly 
1113, Lucy Chen 
1114, Ludvig Andersson 
1115, Luis Balaguer 
1116, Luke Daniels 
1117, Luke Dawson 
1118, Luke Elliott 
1119, Luke Lorentzen 
1120, Lumeng Cui 
1121, Luyuan Fan 
1122, Lynn Harris 
1123, Ma Bolun 
1124, Madeline Anbinder 
1125, Magnus Andersson 
1126, Mahipal Karan Rathore 
1127, Maiken Baird 
1128, Maitely Weismann 
1129, Maksim Volodin 
1130, Malgorzata Fogel-Gabrys 
1131, Mandy Tankenson 
1132, Manmeet Bindra 
1133, Manny Ahsan 
1134, Manny Halley 
1135, Manoj Mittra 
1136, Manuel Monzón 
1137, Marc Ambrose 
1138, Marc Bienstock 
1139, Marc Butan 
1140, Marc Jousset 
1141, Marcei A. Brown 
1142, Marcelo Cespedes 
1143, Marcelo Gandola 
1144, Marcia Bass 
1145, Marcia Kortschak 
1146, Marcos Kantis 
1147, Marcus Bolton 
1148, Marcy Carpenter 
1149, Marcy Garriott 
1150, Marcy Levitas Hamilton 
1151, Mari-Lynn C. Evans 
1152, Maria Cestone 
1153, Maria Ionescu 
